Series Name,Series Code,Country Name,Country Code,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Control of Corruption: Estimate,CC.EST,Iraq,IRQ,-1.500579,-1.46225,-1.326994,-1.25881,-1.170654,-1.217341,-1.27774,-1.333758,-1.368855,-1.386964,-1.371593
Control of Corruption: Estimate,CC.EST,Ireland,IRL,1.432767,1.749867,1.759452,1.688269,1.562963,1.463658,1.538592,1.60488,1.615353,1.583296,1.548576
Control of Corruption: Estimate,CC.EST,Israel,ISR,1.053336,0.8951092,0.8098461,0.7551451,0.8048425,0.9097447,0.9131669,0.8657098,0.9429978,1.186756,0.8268534
Control of Corruption: Estimate,CC.EST,Italy,ITA,0.7291573,0.2701409,0.1990607,0.1269229,0.1818639,0.066175,0.0516357,-0.0296416,0.0162687,0.0843772,0.188857
Control of Corruption: Estimate,CC.EST,Jamaica,JAM,0.0261081,-0.2955904,-0.2847841,-0.231325,-0.1624448,-0.2577827,-0.2753758,-0.2990215,-0.231597,-0.1590862,-0.1721858
Control of Corruption: Estimate,CC.EST,Japan,JPN,1.273968,1.335973,1.377338,1.560462,1.561262,1.627003,1.65568,1.694595,1.569164,1.524898,1.522445
Control of Corruption: Estimate,CC.EST,"Jersey, Channel Islands",JEY,..,..,..,..,1.228381,1.221596,1.242646,1.207874,1.190538,1.140652,1.166354
Control of Corruption: Estimate,CC.EST,Jordan,JOR,0.0837996,0.356088,0.1588846,0.0411859,0.1010287,0.072144,0.0679131,0.1356801,0.2600739,0.2652599,0.2600122
Control of Corruption: Estimate,CC.EST,Kazakhstan,KAZ,-1.123968,-0.9782891,-0.9331235,-0.9978565,-0.9914895,-0.9191352,-0.9289984,-0.830443,-0.8526246,-0.8167281,-0.820549
Control of Corruption: Estimate,CC.EST,Kenya,KEN,-1.05617,-1.055104,-1.059961,-0.9100319,-0.9502012,-1.093515,-1.031272,-0.9333014,-1.008769,-0.8893028,-0.9557894
Control of Corruption: Estimate,CC.EST,Kiribati,KIR,-0.3320304,-0.0265449,-0.1561034,-0.0772883,0.0949826,0.0065245,-0.0424944,0.2517935,0.2201158,0.2494912,0.3902786
Control of Corruption: Estimate,CC.EST,"Korea, Dem. People’s Rep.",PRK,-1.327406,-1.518725,-1.288771,-1.28243,-1.309837,-1.280697,-1.284762,-1.297456,-1.247926,-1.439877,-1.480587
Control of Corruption: Estimate,CC.EST,"Korea, Rep.",KOR,0.3226252,0.4701436,0.5350723,0.4694922,0.528293,0.5351672,0.614448,0.5475607,0.3736213,0.4568753,0.4810342
Control of Corruption: Estimate,CC.EST,Kosovo,XKX,0.3920856,-0.6279115,-0.5845309,-0.617669,-0.6107674,-0.6516541,-0.649229,-0.4881476,-0.5355365,-0.4147635,-0.5035921
Control of Corruption: Estimate,CC.EST,Kuwait,KWT,0.5906006,0.4201856,0.3093611,0.3022288,0.0862528,-0.1904581,-0.1883423,-0.2403229,-0.2250887,-0.2682297,-0.3311524
Control of Corruption: Estimate,CC.EST,Kyrgyz Republic,KGZ,-0.9031251,-1.222449,-1.305888,-1.17323,-1.218837,-1.149587,-1.162882,-1.127944,-1.149693,-1.079312,-1.05354
Control of Corruption: Estimate,CC.EST,Lao PDR,LAO,-0.8859748,-1.197019,-1.238691,-1.193468,-1.177133,-1.019356,-0.9339099,-0.8490518,-0.911583,-0.952455,-0.9354706
Control of Corruption: Estimate,CC.EST,Latvia,LVA,-0.0722135,0.2548864,0.2262741,0.2283071,0.2866477,0.245459,0.3284156,0.4153654,0.4681741,0.4311015,0.5360193
Control of Corruption: Estimate,CC.EST,Lebanon,LBN,-0.5427273,-0.8183134,-0.8338656,-0.8750964,-0.902648,-0.8694083,-0.9240747,-1.037225,-0.8837504,-0.9652091,-0.9997081
Control of Corruption: Estimate,CC.EST,Lesotho,LSO,-0.0037387,0.0497081,0.1559155,0.1685703,0.151321,0.1214297,0.2755961,0.1905199,0.0680266,-0.0161903,-0.0257206
Control of Corruption: Estimate,CC.EST,Liberia,LBR,-1.494852,-0.7375427,-0.5898559,-0.561761,-0.6711878,-0.5984923,-0.7105706,-0.7714581,-0.6472666,-0.7235606,-0.6879092
Control of Corruption: Estimate,CC.EST,Libya,LBY,-0.8673233,-0.9531514,-1.207996,-1.288268,-1.30197,-1.363768,-1.481793,-1.564978,-1.616903,-1.62668,-1.590927
Control of Corruption: Estimate,CC.EST,Liechtenstein,LIE,1.359712,1.186626,1.688023,1.846567,1.811492,1.80148,1.8412,2.081461,2.064363,2.042634,2.056362
Control of Corruption: Estimate,CC.EST,Lithuania,LTU,0.3574329,0.1396623,0.2315532,0.3767319,0.3271061,0.3939939,0.4260329,0.558858,0.6176505,0.7137934,0.553921
Control of Corruption: Estimate,CC.EST,Luxembourg,LUX,2.04844,1.971972,1.973333,2.046461,2.159844,2.122712,2.123356,2.073182,2.096662,2.096782,1.985429
Control of Corruption: Estimate,CC.EST,"Macao SAR, China",MAC,0.4315208,0.439987,0.1649591,0.4173084,0.4406563,0.4250763,0.5533845,0.8486614,0.6117593,0.84614,0.64218
Control of Corruption: Estimate,CC.EST,"Macedonia, FYR",MKD,-0.5986527,-0.1916581,-0.1318223,-0.0809108,-0.0909267,-0.0409161,-0.0454067,-0.0220428,-0.2560722,-0.2853013,-0.3068783
Control of Corruption: Estimate,CC.EST,Madagascar,MDG,-0.4506733,-0.2661915,-0.339067,-0.4286864,-0.4793393,-0.6651397,-0.7539618,-0.8404085,-0.8489512,-0.9047598,-1.049565
Control of Corruption: Estimate,CC.EST,Malawi,MWI,-0.2718835,-0.4456559,-0.4046172,-0.4871768,-0.4169382,-0.4716163,-0.6073956,-0.7511342,-0.7621787,-0.7527279,-0.6535929
Control of Corruption: Estimate,CC.EST,Malaysia,MYS,0.3370187,-0.047309,-0.0564772,0.0892673,0.0294875,0.2376342,0.3501761,0.4111588,0.235074,0.0960211,0.0260305
Control of Corruption: Estimate,CC.EST,Maldives,MDV,-0.381528,-0.8181251,-0.6669996,-0.5479038,-0.554829,-0.7027972,-0.7477764,-0.3766125,-0.479378,-0.6662129,-0.7871587
Control of Corruption: Estimate,CC.EST,Mali,MLI,-0.839941,-0.5290691,-0.6739076,-0.6779031,-0.6385996,-0.8253763,-0.7861145,-0.7453915,-0.6861326,-0.6581762,-0.6349823
Control of Corruption: Estimate,CC.EST,Malta,MLT,0.9574695,0.9979604,0.7729582,0.7900173,0.7660429,0.9432184,0.9835,0.8517444,0.9003662,0.7212021,0.7398102
Control of Corruption: Estimate,CC.EST,Marshall Islands,MHL,-0.2875369,-0.5667388,-0.3446968,-0.3346615,-0.3320549,-0.2639025,-0.0378926,-0.1077498,-0.1151297,-0.0511709,0.0018501
Control of Corruption: Estimate,CC.EST,Martinique,MTQ,0.8956164,0.8069623,0.8390332,0.8205228,0.7985082,0.7875279,0.7853686,1.225222,1.218489,1.228725,1.242281
Control of Corruption: Estimate,CC.EST,Mauritania,MRT,-0.4537375,-0.7878206,-0.6133621,-0.7153614,-0.6281309,-0.7825618,-0.8336353,-0.9275495,-0.9232955,-0.7392473,-0.7508865
Control of Corruption: Estimate,CC.EST,Mauritius,MUS,0.3837742,0.5153103,0.5392069,0.5595223,0.5368612,0.3035417,0.2926284,0.3513738,0.3008321,0.2112168,0.2005712
Control of Corruption: Estimate,CC.EST,Mexico,MEX,-0.245629,-0.2446972,-0.3010224,-0.3615492,-0.4021198,-0.4118239,-0.5120105,-0.7617088,-0.7659198,-0.71962,-0.9275277
